SERIAL NUMBER,VIOLATION STATUS, VIOLATION CODE,VIOLATION DESCRIPTION
DAV0LSJ73,HOUSING NON-CRITICAL,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DAV0LSJ73,HOUSING NON-CRITICAL,H036,WINDOWS/SCREENS - UNIT
DAVBWRMHY,HOUSING NON-CRITICAL,H096,VENT SCREENS - PREMISES
DAVCDSYY0,HOUSING NON-CRITICAL,H083,INADEQUATE LIGHTING - PREMISES
DAVCDSYY0,HOUSING NON-CRITICAL,H036,WINDOWS/SCREENS - UNIT
DAVEOMWTL,HOUSING CRITICAL,H035,WALL/CEILING/FLOOR - MOLD - UNIT
DAVEOMWTL,HOUSING NON-CRITICAL,H033,WALL/CEILING/FLOOR - GENERAL - UNIT
DAVKDAAC7,HOUSING NON-CRITICAL,H097,ONSITE OWNER/RESPONSIBLE PERSON - PREMISES
DAVKDAAC7,HOUSING NON-CRITICAL,H036,WINDOWS/SCREENS - UNIT
DAVMQFDDE,HOUSING NON-CRITICAL,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES
DAVMQFDDE,HOUSING NON-CRITICAL,H096,VENT SCREENS - PREMISES
DAWNXBUH8,HOUSING NON-CRITICAL,H086,REFUSE AREA/BINS - PREMISES
DAWNXBUH8,HOUSING NON-CRITICAL,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES
DAWNXBUH8,HOUSING NON-CRITICAL,H096,VENT SCREENS - PREMISES
DAWO3GB2D,HOUSING NON-CRITICAL,H092,WINDOWS/SCREENS - PREMISES
DAWZTX0WS,HOUSING NON-CRITICAL,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES
DAWZTX0WS,HOUSING NON-CRITICAL,H036,WINDOWS/SCREENS - UNIT
DAXM4ATR0,HOUSING NON-CRITICAL,H091,WALL/CEILING/FLOOR - MOLD - PREMISES
DAXTHENTH,HOUSING NON-CRITICAL,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DAY7TMAYA,HOUSING NON-CRITICAL,H095,STAIRS - PREMISES
DAYAWEQXB,HOUSING NON-CRITICAL,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES
DAYAWEQXB,HOUSING NON-CRITICAL,H096,VENT SCREENS - PREMISES
DAYJPWAJC,HOUSING NON-CRITICAL,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DAZ00OMZP,HOUSING NON-CRITICAL,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES
DAZN7QURT,HOUSING CRITICAL,H001,COCKROACHES - UNIT
DAZN7QURT,HOUSING NON-CRITICAL,H092,WINDOWS/SCREENS - PREMISES
DAZN7QURT,HOUSING NON-CRITICAL,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT
DAZN7QURT,HOUSING NON-CRITICAL,H090,WALL/CEILING/FLOOR - PEELING PAINT - PREMISES
DAZN7QURT,HOUSING NON-CRITICAL,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES
DAZN7QURT,HOUSING NON-CRITICAL,H016,FIXTURES - UNIT
DAZN7QURT,HOUSING NON-CRITICAL,H033,WALL/CEILING/FLOOR - GENERAL - UNIT
DAZN7QURT,HOUSING NON-CRITICAL,H015,TUB/SHOWER STALL - UNIT
DAZVFM89M,HOUSING NON-CRITICAL,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DA0A6WNHO,HOUSING NON-CRITICAL,H036,WINDOWS/SCREENS - UNIT
DA0F0Y0FW,HOUSING NON-CRITICAL,H090,WALL/CEILING/FLOOR - PEELING PAINT - PREMISES
DA0XZGIHW,HOUSING CRITICAL,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT
DA0XZGIHW,HOUSING NON-CRITICAL,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DA0Z5AOD2,HOUSING NON-CRITICAL,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES
DA0Z5AOD2,HOUSING NON-CRITICAL,H036,WINDOWS/SCREENS - UNIT
DA0Z5AOD2,HOUSING NON-CRITICAL,H096,VENT SCREENS - PREMISES
DA0Z5AOD2,HOUSING NON-CRITICAL,H066,SEWER/DRAIN LINES - PREMISES
DA0Z5AOD2,HOUSING NON-CRITICAL,H019,MISSING COMFORT HEAT - UNIT
DA0Z5AOD2,OUT OF COMPLIANCE,H054,TERMITES
DA0Z5AOD2,HOUSING NON-CRITICAL,H094,ROOF - PREMISES
DA1RBLJBX,HOUSING NON-CRITICAL,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DA31PMHZW,HOUSING NON-CRITICAL,H092,WINDOWS/SCREENS - PREMISES
DA31PMHZW,HOUSING NON-CRITICAL,H095,STAIRS - PREMISES
DA3NHFUPR,HOUSING NON-CRITICAL,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DA3NHFUPR,HOUSING NON-CRITICAL,H094,ROOF - PREMISES
DA3XT0I03,HOUSING NON-CRITICAL,H096,VENT SCREENS - PREMISES
DA4JO0HHT,HOUSING CRITICAL,H035,WALL/CEILING/FLOOR - MOLD - UNIT
DA4JO0HHT,HOUSING NON-CRITICAL,H045,SINK BASIN - UNIT
DA4JO0HHT,HOUSING CRITICAL,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT
DA4JO0HHT,HOUSING NON-CRITICAL,H044,FAUCET FIXTURES - UNIT
DA4JO0HHT,HOUSING NON-CRITICAL,H015,TUB/SHOWER STALL - UNIT
DA4JO0HHT,HOUSING NON-CRITICAL,H033,WALL/CEILING/FLOOR - GENERAL - UNIT
DA4JO0HHT,HOUSING NON-CRITICAL,H037,VENTILATION - UNIT
DA4JO0HHT,HOUSING CRITICAL,H090,WALL/CEILING/FLOOR - PEELING PAINT - PREMISES
DA4JO0HHT,HOUSING NON-CRITICAL,H023,"COUNTERS, CABINETS, VANITIES, SHELVING, ETC. - UNIT"
DA4JO0HHT,HOUSING NON-CRITICAL,H097,ONSITE OWNER/RESPONSIBLE PERSON - PREMISES
DA59IYAAM,HOUSING NON-CRITICAL,H096,VENT SCREENS - PREMISES
DA5OOGWNJ,HOUSING NON-CRITICAL,H086,REFUSE AREA/BINS - PREMISES
DA5OOGWNJ,OUT OF COMPLIANCE,H050,INADEQUATE LIGHTING
DA5OOGWNJ,OUT OF COMPLIANCE,H049,POOR TRACTION
DA5OOGWNJ,HOUSING NON-CRITICAL,H007,WATER LINE - UNIT
DA5OOGWNJ,HOUSING NON-CRITICAL,H097,ONSITE OWNER/RESPONSIBLE PERSON - PREMISES
DA5TXHFWR,HOUSING NON-CRITICAL,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES
DA6AJ06BM,HOUSING NON-CRITICAL,H086,REFUSE AREA/BINS - PREMISES
DA7BCMM7W,HOUSING NON-CRITICAL,H096,VENT SCREENS - PREMISES
DA7KQV5LL,HOUSING NON-CRITICAL,H097,ONSITE OWNER/RESPONSIBLE PERSON - PREMISES
DA81FJQ5R,HOUSING CRITICAL,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DA8EFO7BV,HOUSING NON-CRITICAL,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES
DA8EFO7BV,HOUSING NON-CRITICAL,H096,VENT SCREENS - PREMISES
DA8STRYZX,HOUSING NON-CRITICAL,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES
DA8STRYZX,HOUSING NON-CRITICAL,H097,ONSITE OWNER/RESPONSIBLE PERSON - PREMISES
DA94HMZAP,HOUSING CRITICAL,H035,WALL/CEILING/FLOOR - MOLD - UNIT
DA94HMZAP,HOUSING CRITICAL,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT
DA98L50O1,HOUSING NON-CRITICAL,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DA9EUOVJO,HOUSING NON-CRITICAL,H093,VENTILATION - PREMISES
DAA0LIYAJ,HOUSING NON-CRITICAL,H086,REFUSE AREA/BINS - PREMISES
DAA0XMT9O,HOUSING NON-CRITICAL,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DAA0XMT9O,HOUSING NON-CRITICAL,H083,INADEQUATE LIGHTING - PREMISES
DAA0XMT9O,HOUSING NON-CRITICAL,H092,WINDOWS/SCREENS - PREMISES
DAA2GYLRV,HOUSING NON-CRITICAL,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES
DAA2GYLRV,HOUSING NON-CRITICAL,H076,APPLIANCES - PREMISES
DAA2GYLRV,HOUSING NON-CRITICAL,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DAA2GYLRV,HOUSING NON-CRITICAL,H092,WINDOWS/SCREENS - PREMISES
DAA2GYLRV,HOUSING NON-CRITICAL,H095,STAIRS - PREMISES
DAAMNMXVG,HOUSING NON-CRITICAL,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DAAMNMXVG,HOUSING NON-CRITICAL,H011,COVER PLATES - UNIT
DAAMNMXVG,HOUSING NON-CRITICAL,H092,WINDOWS/SCREENS - PREMISES
DAAMNMXVG,HOUSING NON-CRITICAL,H070,TANK/BASE/BOWL/OTHER - PREMISES
DAAMNMXVG,HOUSING NON-CRITICAL,H100,FAUCET FIXTURES - PREMISES
DAAMNMXVG,HOUSING NON-CRITICAL,H083,INADEQUATE LIGHTING - PREMISES
DAAMNMXVG,HOUSING NON-CRITICAL,H071,TUB/SHOWER STALL - PREMISES
DAAUMNNX8,HOUSING NON-CRITICAL,H020,APPLIANCES - UNIT
DACAAMIYM,HOUSING NON-CRITICAL,H092,WINDOWS/SCREENS - PREMISES
DACFNNJIW,HOUSING NON-CRITICAL,H033,WALL/CEILING/FLOOR - GENERAL - UNIT
DACFNNJIW,HOUSING NON-CRITICAL,H031,CAST-OFFS/DEBRIS/WASTE - UNIT
DACGKPMFC,HOUSING NON-CRITICAL,H095,STAIRS - PREMISES
DAD0FG7FZ,HOUSING NON-CRITICAL,H096,VENT SCREENS - PREMISES
DAD0FG7FZ,HOUSING NON-CRITICAL,H092,WINDOWS/SCREENS - PREMISES
DADCOMMMB,HOUSING NON-CRITICAL,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DADCOMMMB,HOUSING NON-CRITICAL,H096,VENT SCREENS - PREMISES
DADH9VEYW,HOUSING NON-CRITICAL,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DADT4PJJD,HOUSING NON-CRITICAL,H033,WALL/CEILING/FLOOR - GENERAL - UNIT
DADT4PJJD,HOUSING NON-CRITICAL,H092,WINDOWS/SCREENS - PREMISES
DADT4PJJD,HOUSING NON-CRITICAL,H096,VENT SCREENS - PREMISES
DADVDE6C5,HOUSING NON-CRITICAL,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DAECZNQA6,HOUSING NON-CRITICAL,H097,ONSITE OWNER/RESPONSIBLE PERSON - PREMISES
DAECZNQA6,HOUSING NON-CRITICAL,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DAEKFRRWN,HOUSING NON-CRITICAL,H086,REFUSE AREA/BINS - PREMISES
DAEKFRRWN,HOUSING NON-CRITICAL,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DAEKFRRWN,HOUSING NON-CRITICAL,H036,WINDOWS/SCREENS - UNIT
DAEKFRRWN,HOUSING NON-CRITICAL,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES
DAEKFRRWN,HOUSING NON-CRITICAL,H095,STAIRS - PREMISES
DAEKFRRWN,HOUSING NON-CRITICAL,H097,ONSITE OWNER/RESPONSIBLE PERSON - PREMISES
DAETN5D3V,HOUSING NON-CRITICAL,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DAEXBIK0O,HOUSING NON-CRITICAL,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES
DAF1QVVNM,HOUSING NON-CRITICAL,H097,ONSITE OWNER/RESPONSIBLE PERSON - PREMISES
DAF71IPL9,HOUSING NON-CRITICAL,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES
DAF8BKGCU,HOUSING NON-CRITICAL,H037,VENTILATION - UNIT
DAF8BKGCU,HOUSING NON-CRITICAL,H035,WALL/CEILING/FLOOR - MOLD - UNIT
DAF8BKGCU,HOUSING NON-CRITICAL,H014,TANK/BASE/BOWL/OTHER - UNIT
DAF8BKGCU,HOUSING NON-CRITICAL,H086,REFUSE AREA/BINS - PREMISES
DAF8BKGCU,HOUSING NON-CRITICAL,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES
DAF8BKGCU,HOUSING NON-CRITICAL,H033,WALL/CEILING/FLOOR - GENERAL - UNIT
DAF8BKGCU,HOUSING NON-CRITICAL,H023,"COUNTERS, CABINETS, VANITIES, SHELVING, ETC. - UNIT"
DAF8BKGCU,HOUSING NON-CRITICAL,H092,WINDOWS/SCREENS - PREMISES
DAFSMHR4T,HOUSING NON-CRITICAL,H044,FAUCET FIXTURES - UNIT
DAFTM9T4G,HOUSING NON-CRITICAL,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DAGQ3T0ZF,HOUSING NON-CRITICAL,H092,WINDOWS/SCREENS - PREMISES
DAH2C3QJ0,HOUSING NON-CRITICAL,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT
DAH2C3QJ0,HOUSING NON-CRITICAL,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DAH2C3QJ0,HOUSING NON-CRITICAL,H033,WALL/CEILING/FLOOR - GENERAL - UNIT
DAH2C3QJ0,HOUSING NON-CRITICAL,H023,"COUNTERS, CABINETS, VANITIES, SHELVING, ETC. - UNIT"
DAHDNW5J8,HOUSING NON-CRITICAL,H035,WALL/CEILING/FLOOR - MOLD - UNIT
DAHDNW5J8,HOUSING NON-CRITICAL,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DAHDNW5J8,HOUSING NON-CRITICAL,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT
DAHDNW5J8,HOUSING NON-CRITICAL,H036,WINDOWS/SCREENS - UNIT
DAHDNW5J8,HOUSING NON-CRITICAL,H012,OUTLET/FIXTURES - UNIT
DAHDNW5J8,HOUSING NON-CRITICAL,H033,WALL/CEILING/FLOOR - GENERAL - UNIT
DAHDNW5J8,HOUSING NON-CRITICAL,H076,APPLIANCES - PREMISES
DAHDNW5J8,HOUSING NON-CRITICAL,H097,ONSITE OWNER/RESPONSIBLE PERSON - PREMISES
DAHDNW5J8,HOUSING NON-CRITICAL,H095,STAIRS - PREMISES
DAHDNW5J8,HOUSING NON-CRITICAL,H094,ROOF - PREMISES
DAHOALEGU,HOUSING NON-CRITICAL,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT
DAHOALEGU,HOUSING NON-CRITICAL,H035,WALL/CEILING/FLOOR - MOLD - UNIT
DAHOALEGU,HOUSING NON-CRITICAL,H033,WALL/CEILING/FLOOR - GENERAL - UNIT
DAHOALEGU,HOUSING CRITICAL,H001,COCKROACHES - UNIT
DAIBSSH0V,HOUSING NON-CRITICAL,H090,WALL/CEILING/FLOOR - PEELING PAINT - PREMISES
DAICYS670,HOUSING NON-CRITICAL,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES
DAICYS670,HOUSING NON-CRITICAL,H096,VENT SCREENS - PREMISES
DAIHR7I2H,HOUSING NON-CRITICAL,H097,ONSITE OWNER/RESPONSIBLE PERSON - PREMISES
DAIPZEEVS,HOUSING NON-CRITICAL,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES
DAIT6FNKU,HOUSING NON-CRITICAL,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DAIT6FNKU,HOUSING NON-CRITICAL,H092,WINDOWS/SCREENS - PREMISES
DAJ308WH0,HOUSING NON-CRITICAL,H090,WALL/CEILING/FLOOR - PEELING PAINT - PREMISES
DAJAGZ5YG,HOUSING NON-CRITICAL,H086,REFUSE AREA/BINS - PREMISES
DAJAGZ5YG,HOUSING NON-CRITICAL,H096,VENT SCREENS - PREMISES
DAJAGZ5YG,HOUSING NON-CRITICAL,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES
DAJKUFXCF,HOUSING NON-CRITICAL,H095,STAIRS - PREMISES
DAJKUFXCF,HOUSING NON-CRITICAL,H096,VENT SCREENS - PREMISES
DAJXKFESE,HOUSING NON-CRITICAL,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES
DAJXKFESE,HOUSING NON-CRITICAL,H096,VENT SCREENS - PREMISES
DAKAP2HVO,HOUSING NON-CRITICAL,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES
DAKCM4YOP,HOUSING NON-CRITICAL,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES
DAKHX0FBG,HOUSING NON-CRITICAL,H036,WINDOWS/SCREENS - UNIT
DAKHX0FBG,HOUSING NON-CRITICAL,H086,REFUSE AREA/BINS - PREMISES
DAL6YK0JJ,HOUSING NON-CRITICAL,H092,WINDOWS/SCREENS - PREMISES
DAL6YK0JJ,HOUSING NON-CRITICAL,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DAL6YK0JJ,HOUSING NON-CRITICAL,H076,APPLIANCES - PREMISES
DALFYLAZM,HOUSING CRITICAL,H001,COCKROACHES - UNIT
DALFYLAZM,HOUSING NON-CRITICAL,H092,WINDOWS/SCREENS - PREMISES
DALFYLAZM,HOUSING NON-CRITICAL,H011,COVER PLATES - UNIT
DALFYLAZM,HOUSING NON-CRITICAL,H023,"COUNTERS, CABINETS, VANITIES, SHELVING, ETC. - UNIT"
DALFYLAZM,HOUSING NON-CRITICAL,H033,WALL/CEILING/FLOOR - GENERAL - UNIT
DALH06NN3,HOUSING NON-CRITICAL,H096,VENT SCREENS - PREMISES
DALLJEIOQ,HOUSING NON-CRITICAL,H096,VENT SCREENS - PREMISES
DAMATPIN9,HOUSING NON-CRITICAL,H092,WINDOWS/SCREENS - PREMISES
DAMDSU9Q4,HOUSING NON-CRITICAL,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DAMJUCJFP,HOUSING NON-CRITICAL,H097,ONSITE OWNER/RESPONSIBLE PERSON - PREMISES
DAMR0EF1H,HOUSING NON-CRITICAL,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DAMR0EF1H,HOUSING NON-CRITICAL,H091,WALL/CEILING/FLOOR - MOLD - PREMISES
DAMR0EF1H,HOUSING NON-CRITICAL,H093,VENTILATION - PREMISES
DAMR0EF1H,HOUSING NON-CRITICAL,H090,WALL/CEILING/FLOOR - PEELING PAINT - PREMISES
DAMR0EF1H,HOUSING NON-CRITICAL,H015,TUB/SHOWER STALL - UNIT
DAMTQQRWS,HOUSING CRITICAL,H090,WALL/CEILING/FLOOR - PEELING PAINT - PREMISES
DAMXXVFKY,HOUSING NON-CRITICAL,H033,WALL/CEILING/FLOOR - GENERAL - UNIT
DAMXXVFKY,HOUSING NON-CRITICAL,H020,APPLIANCES - UNIT
DAMYTA2PO,OUT OF COMPLIANCE,H046,BUILDING LACKING RAIN GUTTER SYSTEM
DAMYTA2PO,HOUSING NON-CRITICAL,H061,RATS/MICE - PREMISES
DAN5QHYLL,HOUSING NON-CRITICAL,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT
DAN5QHYLL,HOUSING NON-CRITICAL,H036,WINDOWS/SCREENS - UNIT
DANCILGL2,HOUSING NON-CRITICAL,H095,STAIRS - PREMISES
DAOHA7WZS,HOUSING NON-CRITICAL,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DAORWM2VT,HOUSING NON-CRITICAL,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES
DAORWM2VT,HOUSING NON-CRITICAL,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DAORWM2VT,HOUSING NON-CRITICAL,H095,STAIRS - PREMISES
DAORWM2VT,HOUSING NON-CRITICAL,H092,WINDOWS/SCREENS - PREMISES
DAPW4ALE0,HOUSING NON-CRITICAL,H090,WALL/CEILING/FLOOR - PEELING PAINT - PREMISES
DAPW4ALE0,HOUSING NON-CRITICAL,H020,APPLIANCES - UNIT
DAPW4ALE0,HOUSING NON-CRITICAL,H037,VENTILATION - UNIT
DAPW995CB,HOUSING NON-CRITICAL,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DAPW995CB,HOUSING NON-CRITICAL,H086,REFUSE AREA/BINS - PREMISES
DAPW995CB,HOUSING NON-CRITICAL,H092,WINDOWS/SCREENS - PREMISES
DAPW995CB,HOUSING NON-CRITICAL,H096,VENT SCREENS - PREMISES
DAQASJCG4,HOUSING NON-CRITICAL,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DAQGHDMN3,HOUSING NON-CRITICAL,H086,REFUSE AREA/BINS - PREMISES
DAQGHDMN3,HOUSING NON-CRITICAL,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES
DAQI8VPJ9,HOUSING NON-CRITICAL,H014,TANK/BASE/BOWL/OTHER - UNIT
DAQI8VPJ9,HOUSING NON-CRITICAL,H015,TUB/SHOWER STALL - UNIT
DAQI8VPJ9,HOUSING NON-CRITICAL,H037,VENTILATION - UNIT
DAQL3K4P6,HOUSING NON-CRITICAL,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DAQL3K4P6,HOUSING NON-CRITICAL,H096,VENT SCREENS - PREMISES
DAQZR3XOW,HOUSING NON-CRITICAL,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES
DARA20X0D,HOUSING NON-CRITICAL,H095,STAIRS - PREMISES
DARFUBXE2,HOUSING NON-CRITICAL,H033,WALL/CEILING/FLOOR - GENERAL - UNIT
DASBBDWO3,HOUSING NON-CRITICAL,H007,WATER LINE - UNIT
DASBBDWO3,HOUSING NON-CRITICAL,H092,WINDOWS/SCREENS - PREMISES
DASBBDWO3,HOUSING NON-CRITICAL,H035,WALL/CEILING/FLOOR - MOLD - UNIT
DASBBDWO3,HOUSING NON-CRITICAL,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DASBBDWO3,HOUSING NON-CRITICAL,H033,WALL/CEILING/FLOOR - GENERAL - UNIT
DASE7OGPF,HOUSING NON-CRITICAL,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES
DASE7OGPF,HOUSING NON-CRITICAL,H095,STAIRS - PREMISES
DASE7OGPF,HOUSING NON-CRITICAL,H096,VENT SCREENS - PREMISES
DASHNMAN6,HOUSING NON-CRITICAL,H035,WALL/CEILING/FLOOR - MOLD - UNIT
DASHNMAN6,HOUSING NON-CRITICAL,H033,WALL/CEILING/FLOOR - GENERAL - UNIT
DASHNMAN6,HOUSING NON-CRITICAL,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES
DASPUVAVS,HOUSING CRITICAL,H001,COCKROACHES - UNIT
DASPUVAVS,HOUSING NON-CRITICAL,H092,WINDOWS/SCREENS - PREMISES
DASPUVAVS,HOUSING NON-CRITICAL,H097,ONSITE OWNER/RESPONSIBLE PERSON - PREMISES
DASPUVAVS,HOUSING CRITICAL,H090,WALL/CEILING/FLOOR - PEELING PAINT - PREMISES
DASPUVAVS,HOUSING NON-CRITICAL,H091,WALL/CEILING/FLOOR - MOLD - PREMISES
DASPUVAVS,HOUSING NON-CRITICAL,H027,INADEQUATE LIGHTING - UNIT
DASPUVAVS,HOUSING NON-CRITICAL,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DASPUVAVS,HOUSING NON-CRITICAL,H083,INADEQUATE LIGHTING - PREMISES
DASPUVAVS,HOUSING NON-CRITICAL,H015,TUB/SHOWER STALL - UNIT
DASPUVAVS,HOUSING CRITICAL,H033,WALL/CEILING/FLOOR - GENERAL - UNIT
DASPZCFIW,HOUSING NON-CRITICAL,H085,LAUNDRY ROOM/REC ROOM - PREMISES
DASPZCFIW,HOUSING NON-CRITICAL,H076,APPLIANCES - PREMISES
DATD0VJY4,HOUSING NON-CRITICAL,H092,WINDOWS/SCREENS - PREMISES
DATD0VJY4,HOUSING NON-CRITICAL,H036,WINDOWS/SCREENS - UNIT
DATD0VJY4,HOUSING CRITICAL,H017,INOPERABLE - UNIT
DATD0VJY4,HOUSING NON-CRITICAL,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT
DATD0VJY4,HOUSING NON-CRITICAL,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DATD0VJY4,HOUSING NON-CRITICAL,H012,OUTLET/FIXTURES - UNIT
DATD0VJY4,HOUSING NON-CRITICAL,H015,TUB/SHOWER STALL - UNIT
DATER2WCI,HOUSING NON-CRITICAL,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT
DATHNP0ZD,HOUSING NON-CRITICAL,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES
DATHNP0ZD,HOUSING NON-CRITICAL,H096,VENT SCREENS - PREMISES
DATJWSDMB,HOUSING NON-CRITICAL,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES
DATJWSDMB,HOUSING NON-CRITICAL,H092,WINDOWS/SCREENS - PREMISES
DATJWSDMB,HOUSING NON-CRITICAL,H083,INADEQUATE LIGHTING - PREMISES
DATJWSDMB,HOUSING NON-CRITICAL,H090,WALL/CEILING/FLOOR - PEELING PAINT - PREMISES
DATJWSDMB,HOUSING NON-CRITICAL,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DATK5VLLF,HOUSING NON-CRITICAL,H015,TUB/SHOWER STALL - UNIT
DATK5VLLF,HOUSING NON-CRITICAL,H033,WALL/CEILING/FLOOR - GENERAL - UNIT
DATK5VLLF,HOUSING NON-CRITICAL,H023,"COUNTERS, CABINETS, VANITIES, SHELVING, ETC. - UNIT"
DATK5VLLF,HOUSING NON-CRITICAL,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT
DATSSHQIM,HOUSING NON-CRITICAL,H023,"COUNTERS, CABINETS, VANITIES, SHELVING, ETC. - UNIT"
DATSSHQIM,HOUSING NON-CRITICAL,H033,WALL/CEILING/FLOOR - GENERAL - UNIT
DATSSHQIM,HOUSING NON-CRITICAL,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT
DATSSHQIM,HOUSING NON-CRITICAL,H086,REFUSE AREA/BINS - PREMISES
DATSSHQIM,HOUSING NON-CRITICAL,H091,WALL/CEILING/FLOOR - MOLD - PREMISES
DATSSHQIM,HOUSING NON-CRITICAL,H090,WALL/CEILING/FLOOR - PEELING PAINT - PREMISES
DATUYFBA0,HOUSING NON-CRITICAL,H063,WATER LINE - PREMISES
DATWPC9GP,HOUSING NON-CRITICAL,H096,VENT SCREENS - PREMISES
DAW0K0HWT,HOUSING NON-CRITICAL,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DAW0K0HWT,HOUSING NON-CRITICAL,H096,VENT SCREENS - PREMISES
DAW1LLICS,HOUSING NON-CRITICAL,H090,WALL/CEILING/FLOOR - PEELING PAINT - PREMISES
DAWKMWJKP,HOUSING NON-CRITICAL,H095,STAIRS - PREMISES
DAWKMWJKP,HOUSING NON-CRITICAL,H092,WINDOWS/SCREENS - PREMISES
DAWKMWJKP,HOUSING NON-CRITICAL,H090,WALL/CEILING/FLOOR - PEELING PAINT - PREMISES
DAWKMWJKP,HOUSING NON-CRITICAL,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DAWKMWJKP,HOUSING NON-CRITICAL,H096,VENT SCREENS - PREMISES
DAWKT74Y8,HOUSING NON-CRITICAL,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES
DAWX3DNGU,HOUSING NON-CRITICAL,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DAXCILXAC,HOUSING NON-CRITICAL,H095,STAIRS - PREMISES
DAXSEJWI6,HOUSING NON-CRITICAL,H092,WINDOWS/SCREENS - PREMISES
DAXUPZ1FM,HOUSING NON-CRITICAL,H092,WINDOWS/SCREENS - PREMISES
